Tweet_count,Username,Location,Created At,Likes,Text
798,Mumbai Indians FC,Open for Collaborations,Wed Dec 04 04:29:46 +0000 2024,402,Who should bat at number 3 in IPL 2025: Tilak Varma or Suryakumar Yadav? 👇🏻 https://t.co/i0x5nofdxG
799,certifiedKOHLISON,,Wed Dec 04 06:35:07 +0000 2024,4,@ChxfCxrry Ipl kid spotted ......real cricket fans watch vidharba vs Mumbai on a Monday morning
800,Mufaddal Vohra,India,Mon Nov 25 11:26:12 +0000 2024,28516,"Most IPL Powerplay wickets in last 6 years:

Trent Boult - 59. 
Deepak Chahar - 57.

- Both will be playing for Mumbai Indians in IPL 2025...!!! 🙇‍♂️"
801,Munshi Shastri,,Wed Dec 04 08:17:25 +0000 2024,3,@jollyshitposter Start a Motorsport version of IPL. Call it Rath Grand Prix.
802,New Rush,Old India,Wed Dec 04 00:20:53 +0000 2024,6,@Putnanja_ @shetty_rishab How are the same tamils okay with srilankan players playing for their IPL team?? Sorry I don't understand
803,Royal Challengers Bengaluru,,Sat Jan 21 14:10:58 +0000 2023,39207,"Kohli 👑 
Bengaluru 🏠 
ABD 👽 
Chinnaswamy 🏟️ 
IPL 2023 🏏 
Play Bold 💪

Vibe check complete ✅

Yes! We can confirm that our Twitter handle is restored. Phew! 😅"
804,Gautam Sabharwal,"New Delhi, India",Mon Dec 02 16:40:03 +0000 2024,9,"@mufaddal_voira Abe chappal chor chokli bhakt. 
What all icc trophies?
He has not won wtc... 
Also, yuvi was the first one to win all these not kohli lol. 
Gawar bhakts... 🤣
Yuvraj has also won u15 &amp; u19wc. Champions trophy. ODI wc. T20wc &amp; IPL 2 times..
 Ab bata"
805,peeleraja,Ahmedabad/Bangalore,Fri Jun 23 08:04:53 +0000 2023,6025,"To encourage IITians to stay back in India after graduation, here are some steps i propose.

* No income tax for 20 years 
* Access to discounted liquor in Army canteen
* Separate check-in queue for  in airport
* 2 free IPL tickets a year
* +0.5% extra interest on FD"
806,Shah Rukh Khan,,Mon Apr 17 08:17:02 +0000 2023,61090,As competitive as this IPL may be… but  when u see a friends son #ArjunTendulkar take the field it is a matter of such happiness and joy. Wish Arjun all the best and @sachin_rt what a proud moment!! Wow!
807,Sharat,,Wed Dec 04 13:15:16 +0000 2024,3,@Analyzer_Keshab Wait for IPL we will see Kohli and Dhoni making out
808,IPLnCricket: Everything about Cricket,India,Tue Dec 03 02:20:56 +0000 2024,22,"🚨 Which IPL franchise got the better deal in this auction swap? 💰

LSG - ❤️
DC - 🔁 https://t.co/4Z9syxx7CJ"
809,Mufaddal Vohra,India,Sun Nov 24 15:12:03 +0000 2024,14588,Jasprit Bumrah and Trent Boult will share the new ball in IPL 2025. 🥶 https://t.co/TWNQVbk9ZM
810,𝙇𝙪𝙘𝙠𝙮 🎑🍃,,Tue Dec 03 14:04:23 +0000 2024,14,Mukesh Stac is Coming for this IPL Fraud 😈🔥 https://t.co/stc4pxdocZ
811,Punjab Kings,"Punjab, India",Tue Dec 03 12:15:17 +0000 2024,316,"Turning the ball, turning the game! 🕸️

#SherSquad, who’s your 🔝 pick? 👇

#SaddaPunjab #PunjabKings #IPL2025 https://t.co/ty1ve7us5e"
812,ICC,Dubai,Thu May 02 18:30:40 +0000 2024,711,"Mitchell Marsh is banking on the seasoned pair of Travis Head and David Warner to lead Australia's charge in the ICC Men's #T20WorldCup 2024 👊

👉 https://t.co/bnhZOsAW4k https://t.co/e7vqN5gWnz"
813,Megapari India 🇮🇳,,Tue Dec 03 09:57:36 +0000 2024,2,"💥 Who is IPL 2025’s most expensive player?

Test your IPL knowledge!

Comment your answer! 🏆

#IPLAuction2025  #Cricket  #indiancricket  #Quiz https://t.co/oc0u8ifFhc"
814,Ihtisham Ul Haq,"London, England",Sun Jun 23 09:44:32 +0000 2024,17880,"Talk about your own team, no IPL contracts but still can’t beat India."
815,Sameer Allana,"Mumbai, India",Wed Dec 04 07:26:52 +0000 2024,3,"Prithvi Shaw in Syed Mushtaq Ali Trophy &amp; IPL since 2023 👇

IPL 2023 - Runs: 106 | Avg: 13.25 | SR: 124.7
SMAT 2023 - DNP (Injured)
IPL 2024 - Runs: 198 | Avg: 24.75 | SR: 163.6
SMAT 2024 - Runs: 96 | Avg: 19.20 | SR: 137.14

Looking at the numbers, not surprised he went UNSOLD. https://t.co/OeEyJSOu0Q"
816,Rajesh Tweets,,Wed Dec 04 07:13:55 +0000 2024,6,"@mufaddal_vohra Which team is More stronger in this IPL

CSK 💛 
Mi 💙
RCB ❤️

Reply with heart"
817,Aaditya,"Surat, India",Tue Dec 03 16:50:14 +0000 2024,2,@astro_shivang Sir prediction about upcoming RCB performance in ipl 2025???
818,theMS🗿,"India,Chennai",Tue Dec 03 13:29:23 +0000 2024,4,@CSKYash_ Bring back Mukesh starc of IPL 2022🔥
819,Deep Das,,Mon Dec 02 18:15:51 +0000 2024,20,"@KKRWeRule Phil Salt in T10 League 
Before IPL AUCTION 
53(19)*,8(7),24(9), SR 243 AVG 28 4s 4x 6s 8x 🔥
After IPL AUCTION
0(2),43(20)*,9(10),13(9),1(4) SR 146 AVG 13 4s 7x 6s 3x 😵‍💫
Bro Really Wanted To Join KKR And He Got Lollipop RCB As New Team 😢 Now His Sadness Effects his Form.."
820,Amit Chauhan,palanpur ,Mon Dec 02 19:00:37 +0000 2024,5,Rashid khan's  hat-trik spell again KKR...!! In ipl 2023🔥🔥🤪 https://t.co/9F26nZ6sSn
821,Times Algebra,,Wed Nov 27 09:24:53 +0000 2024,32818,"BIG BREAKING NEWS 🚨 Not even a single Bangladeshi Cricketer has been acquired in the IPL 2025 auction.

Amidst violence against Hindus in Bangladesh, Bangladeshi Cricketers didn't find any buyer. 

India is united !!

Several Bangladeshis claim that BCCI instructed teams not to https://t.co/e3TUm302CT"
822,Mufaddal Vohra,India,Mon Nov 25 15:00:02 +0000 2024,18118,13 YEAR OLD VAIBHAV SURYAVANSHI BECOMES THE YOUNGEST TO BE PART OF AN IPL SEASON...!!! 🤯 https://t.co/HyAceEOl81
823,Abhishek Singh,Lucknow,Tue Dec 03 11:50:13 +0000 2024,2,@nipunmarya @IamAnupam_108 @SunilBh97365556 @sarosh_bazil123 @Ankur_Raj_9168 Congratulations 👏👏
824,Akashᴸᴱᴼꪑડd,India,Wed Dec 04 04:11:04 +0000 2024,31,"@cheeku_nation Please wait for few months kiddos, we'll show you the real spin destroyer in the IPL. https://t.co/MKUcUtZVAf"
825,𒆜₮ⱧłⱠ₳₭⁰⁰⁷࿐,,Tue Dec 03 11:56:16 +0000 2024,7,"@ChennaiIPL a hat-trick against Baroda, has certainly earned him a spot in the CSK squad for IPL 2025💛"
826,Vivek singh,,Tue Dec 03 14:13:41 +0000 2024,6,"Life is full of cycle 😃😃
Ab maine cricket me v dekh liya

Pic credit @thecricketgully 

#IPL2025 #ipl2025auction #IPL https://t.co/GuYkd6Lvrr"
827,Gabbar,"Gurgaon, India",Mon Nov 20 06:55:55 +0000 2023,9999,"Bangladeshis are celebrating India’s loss. F*ckers got independence coz of us. 🥲 They get to play in IPL too, yet this hatred. 

Australia has routinely told them to fk off when they tried touring. 2 decades of no tours. Yet they are hating India wearing Aussie jersey :)"
828,Punjab Kings,"Punjab, India",Wed May 15 17:53:39 +0000 2024,10814,"How's the josh, CSK and SRH fans? 🤭

#RRvPBKS"
829,Groot,18.5,Tue Dec 03 06:38:40 +0000 2024,5,@CricCrazyJohns Bro is ready to own IPL bowlers 🥶
830,Himanshu Pareek,"Airports, Hotels, Stadiums",Mon Sep 25 05:31:41 +0000 2023,3373,"-Cricket is played in 16 countries while SRK movies are released in 75 countries. 

-SRK owns an IPL team while Kohli plays for one of those in 17 crore per season. 

-No one knows cricket and Kohli both outside Asia, SENA and MENA while Russians and Chinese are crazy for"
831,Cricbuzz,,Tue Dec 03 08:30:00 +0000 2024,11,"Having secured #MohammedSiraj for Rs 12.25 crore,

What was the reaction at #GujaratTitans #IPL auction table⁉️

@parthiv9 reveals in conversation with @bhogleharsha &amp; @joybhattacharj, right here

#IPL2025Auction https://t.co/ecBASBzCbl"
832,ICC,Dubai,Mon May 27 17:30:34 +0000 2024,792,"Ricky Ponting isn't worried about David Warner's form ahead of the #T20WorldCup 👀

More from the #ICCReview ➡ https://t.co/P0wCM2xRhp https://t.co/mzqdiRAA69"
833,ThePujaraFanclub_25,,Mon Dec 02 17:02:55 +0000 2024,2,"@brehhh07 😭🤣

(Though Ajinkya is a great IPL player)"
834,Vinay,,Tue Dec 03 11:24:53 +0000 2024,468,"Our new mystery spinner suyash sharma today (4-0-26-1) against Jharkhand , he took the most important wicket of ishan kisan ❤️‍🔥🔥https://t.co/QjU1obyDLW"
835,pata laguga 😋,"Mumbai, India",Tue Dec 03 00:10:19 +0000 2024,23,bring back IPL anthems that make you excited for the new season
836,CricTracker,"Bengaluru, India",Tue Dec 03 13:03:55 +0000 2024,1299,"Will PBKS’s overseas picks be the X-factor for IPL 2025? ❤️

#IPL2025 #PBKS https://t.co/gLjQx0STfr"
837,kizX 🦇,,Mon Dec 02 13:46:35 +0000 2024,2637,SKY getting out faster than IPL scorecard graphics 😭🤣😋 https://t.co/fmXQl2kNJx
838,Vibhor,Strawberry farm,Mon Dec 02 13:27:17 +0000 2024,352,"What is this behaviour by Yash Dayal.

He needs proper schooling by Thala in the next IPL season.

#IPL2025 https://t.co/5k1SQdJvAz"
839,Dhruv,Argentina,Mon Dec 02 13:27:32 +0000 2024,203,"Rajasthan Royals official anthem for IPL 2025

https://t.co/uGqH3rZzsb"
840,E L A N | KOHLI,Chennai / Ramanathapuram ,Mon Dec 02 14:35:43 +0000 2024,102,"Which is Your Favourite IPL team 

Mine : ROYAL CHAD CHALLENGERS BANGALORE ❤️ https://t.co/KidC8qsu7X"
841,Uttam Sampath,,Tue Dec 03 14:48:12 +0000 2024,4,@imkevin149 @YashPan95976454 This Won't Give GAYBD An IPL Or ICC Trophy🤡 https://t.co/jImHNR7fDj
842,Junaid Khan,,Thu Nov 14 17:40:01 +0000 2024,1133,"Just 9 Days Remaining For IPL Mega Auctions 2025 💛 

CSK Bought Ex-MI Batter Ambati Rayudu in Mega Auctions 2018 for Just 2.2 Crores and He Scored 602 Runs For CSK and Made His International Comeback . 

⭐️ Which Ex-MI Batter Can CSK Target Again in Upcoming Mega Auctions 2025 https://t.co/ClNkYV8NOl"
843,ICC,Dubai,Sat Apr 20 04:30:01 +0000 2024,1138,"An economy of 5️⃣.9️⃣6️⃣

Jasprit Bumrah has found sublime form in the IPL before the ICC Men's #T20WorldCup 2024 starts ⚡  

https://t.co/uATyybHvOW"
844,Johns.,"Kerala, India",Thu Oct 31 12:24:21 +0000 2024,36874,"55 LAKHS IN IPL MEGA AUCTION.

13 CRORE IN IPL 2025 AS TOP RETENTION.

- The Journey of Rinku Singh 🫡 https://t.co/4pV8xP5ARg"
845,Safas Muhammed,India,Tue Dec 03 10:09:46 +0000 2024,6,"@_FaridKhan Bai, Do you know Mumbai Indians owner Mukesh Ambani? His net worth since last 10 days is more than Pakistans all time top 10 richest person's..So stop comparison with IPL &amp; PSL"
846,VIRU GAMER OG,,Mon Dec 02 18:12:24 +0000 2024,4,@Mahiyank_78 GREATEST TEST INNINGS FOR DRAW IN IPL
847,IPL Parody account,INDIA,Mon Dec 02 17:58:27 +0000 2024,1,@2017thangavel I don’t like maths
848,Dead Esperando_nova,,Tue Dec 03 15:20:11 +0000 2024,10,"@zainali101349 @GemsOfCricket Avg low IQ Porkis

29 cr PKR is 8 cr INR. Pant will have to pay 8 cr tax just from his IPL auction. Forget his other earnjng"
849,Mr© 🚁,"Vizag,India",Tue Dec 03 04:03:05 +0000 2024,6,@jalsakohli Good Bowler in IPL
850,Rudra,,Tue Dec 03 11:37:52 +0000 2024,2,@sagarcasm After IPL finals**
851,Chennai Super Kings,"Chepauk, Chennai",Mon Nov 25 11:16:07 +0000 2024,25773,"2️⃣0️⃣1️⃣8️⃣ - 2️⃣4️⃣ 
The Yellove is forever! Godspeed Chahar! 💛💪

#SuperAuction https://t.co/cIiUuiCh8T"
852,Mustafa Moudi,Kuwait,Tue Dec 03 10:49:15 +0000 2024,6,"@_FaridKhan Thats the Power of IPL and its money

Make PSL so popular and rich, and ECB would grant NOCs for PSL too !! https://t.co/jRnrV0vJXc"
853,ESPNcricinfo,"At the cricket, mainly",Tue Dec 03 12:24:07 +0000 2024,76,"Less than a week after smashing the fastest T20 century by an Indian, off just 28 balls, Gujarat's Urvil Patel blitzed an unbeaten 115 off just 41 balls 🚀 

He was unsold at the IPL auctions 👀 https://t.co/fPiiVI3vtE"
854,Mufaddal Vohra,India,Sun Nov 24 11:08:16 +0000 2024,7738,"RISHABH PANT BECOMES THE MOST EXPENSIVE PLAYER IN IPL HISTORY. 🥶

- 27CR BY LUCKNOW SUPERGIANTS. https://t.co/pRtfS1mhkS"
855,Ravi Kumar,tumblr,Tue Dec 03 10:21:27 +0000 2024,3,"@sbhaiyat7 @BOT_DOT_BOT @Crosswork11 IPL = WPL

W BCCI"
856,Johns.,"Kerala, India",Tue Nov 26 16:02:41 +0000 2024,14154,An emotional Instagram post by Mohammed Siraj after the IPL Auction 🤍 https://t.co/a5kHA7xurO
857,Resistor,,Mon Dec 02 14:01:27 +0000 2024,435,"Pant in ipl without 2018: 
96 inns
2600 runs
32.5 avg
143.56 sr
13 50

Removing Pant's best IPL season, he is still at par with SKY still you will see people rate that sasta ABD higher in IPL https://t.co/4x4SU4I8MP"
858,𝗚𝘂𝗻𝗻𝗲𝗿❄️,,Mon Dec 02 13:17:33 +0000 2024,1272,~ Stephen Fleming after winning the sixth IPL trophy for CSK 🟡🦁 https://t.co/EGlIpXzLSx
859,KnightRidersXtra,,Mon Dec 02 14:10:32 +0000 2024,394,"41 appearances
33 wickets
6.65 economy rate

2012 IPL Winner🏆

Wishing a very happy birthday to Iqbal Abdullah. https://t.co/BMNwVWL2R2"
860,Rajdeep Sardesai,New Delhi,Sun May 26 18:54:48 +0000 2024,12325,"Denied a @BCCI central contract for reasons that have never been fully made  clear, @ShreyasIyer15 has shown the best way to send a message to his critics : win the IPL in style . Well done to a young man who deserves better surely. #KKR"
861,Rajdeep Sardesai,New Delhi,Wed Mar 27 17:49:50 +0000 2024,6099,"IPL gyaan: never seen so many of Mumbai Indian fans actually ‘happy’ on our WhatsApp group that MI  has lost. Guess there are many out there still angry with the way Rohit Sharma was removed as captain. Some would have liked ‘home-grown’ Surya or Burmah to replace him, if at all."
862,ICC,Dubai,Mon Apr 22 07:23:43 +0000 2024,333,"An Andre Russell rampage ahead of a home #T20WorldCup 👀

The West Indies all-rounder is one of several international stars lighting up the IPL 👇
https://t.co/FcgUMFYnRk"
863,VIVIAN,Bangalore,Mon Dec 02 18:50:36 +0000 2024,3,"Our engagement is dropping, so let’s pick it up!

Comment ur fav IPL Team with tagline !

Mine Csk......

BB SHOW VIVIAN MORE"
864,Patakhaguddi🦋,kyu batau tumhe? 🙂‍↔️,Tue Dec 03 06:50:28 +0000 2024,77,Which IPL Team do you support?? 🏏
865,Chennai Super Kings,"Chepauk, Chennai",Sun Nov 24 15:35:14 +0000 2024,13042,"Courage💪. Fire. 🔥 Yellove. 💛
That's Noor Ahmad for you! 🦁

#SuperAuction #UngalAnbuden https://t.co/xPySDCYNIh"
866,CricketGully,Bangalore,Tue Dec 03 14:34:42 +0000 2024,234,What is likely to happen in IPL 2025? 🤔🏏 https://t.co/NdiAovF6if
867,Habib Khan,🇦🇫 🇺🇸,Thu Jun 27 20:20:26 +0000 2024,7843,"England lost the semifinal to India because of IPL contracts! 

#Pakistanilogic"
868,Cricket ka kachra IPL,,Tue Dec 03 08:16:09 +0000 2024,5,I LOVE YOU CHEEKU
869,ಕಾರ್ತಿಕ್,,Tue Dec 03 12:24:10 +0000 2024,4,@Xtra_vids Bro hold on till IPL bruhhh
870,Chennai Super Kings,"Chepauk, Chennai",Sun Nov 24 13:28:37 +0000 2024,30445,"🦁🚨LION ALERT 🚨🦁
ouR ASHWIN!!!💪🏻💛

#SuperAuction #UngalAnbuden"
871,ICC,Dubai,Mon Apr 22 11:00:03 +0000 2024,751,"After a splendid start to his 2024 IPL campaign, Dinesh Karthik has set his eyes on India's #T20WorldCup squad 👊

Details ⬇

https://t.co/PrM6RH5LvA"
872,HarminderBOI,United Kingdom,Tue Dec 03 03:05:11 +0000 2024,2,IPL money has ruined the beauty of cricket
873,ICC,Dubai,Mon May 27 02:31:32 +0000 2024,726,"From Travis Head's efforts with the bat to Mitchell Starc's exploits in the final 😲

Ricky Ponting analyses the performances of key Australia players at the recent IPL ahead of the start of the #T20WorldCup 👀

https://t.co/BlIdClSO1P"
874,KARAN,Earth,Mon Dec 02 17:03:27 +0000 2024,13,@GemsOfCricket That Day RCB won 1st IPL Trophy 🏆 Haters will say it's edited 😭😭 https://t.co/hJKggssxSw
875,aayu🚩,,Tue Dec 03 11:02:32 +0000 2024,2,one more last over finish from dhoni is all i want in IPL 2025🙏🙏🙏
876,Rajesh,,Tue Dec 03 14:23:29 +0000 2024,3,*in ipl
877,ICC,Dubai,Thu May 02 06:03:05 +0000 2024,508,"Some clarity from Mitch Marsh on why Jake Fraser-McGurk missed out on selection for Australia at the #T20WorldCup 👀

Details 👇

https://t.co/L3LXX3A6sJ"
878,ICC,Dubai,Mon Apr 22 16:00:13 +0000 2024,349,"Blazing with the bat ⚡
Shining with the ball 👌

Andre Russell's splendid all-round returns in IPL augurs well for West Indies in their home #T20WorldCup 👏

https://t.co/k24ePsZfSU"
879,Suleiman Badshah,,Mon Dec 02 17:57:33 +0000 2024,2,"@wizardrincewind FFS So much for some engagement t from IPL types like Pawan Anna. Someone show him this depravity. 

https://t.co/Xq2AWbMHPC"
880,Aditya Soni,,Tue Dec 03 11:59:08 +0000 2024,3,Shreyas Gopal in just 30L is great pick by CSK still remember his hat-trick Against RCB in 2019 i think this year will be a comeback year for him OG RR fans knows how good he was for us https://t.co/eXuZXnP7OV
881,ruth,18 ,Mon Dec 02 17:22:44 +0000 2024,2,@xinlichuupreme @0piumprime IPL peaked in 2016 and 2019
882,ICC,Dubai,Fri May 03 01:42:19 +0000 2024,452,"Despite missing out on #T20WorldCup selection, Jake Fraser-McGurk has a bright international future in the eyes of Australia captain Mitchell Marsh 👇

https://t.co/L3LXX3A6sJ"
883,PK,Indian,Tue Dec 03 12:52:28 +0000 2024,14,The Greatest Come back in IPL History 💛🥳https://t.co/D7Gl4URh6A
884,AYUSHMAN,,Tue Dec 03 10:09:34 +0000 2024,2,@KkrKaravan Is it Kolkata or somewhere else?
885,Ravi Beniwal,"Rajasthan, India",Tue Dec 03 13:42:21 +0000 2024,3,"RCB fans, get ready! The main man is all set to conquer Australia 🇦🇺🔥 With the #RCB poster out, the excitement for his performance just hit new heights! 🥶 Let’s go, champion! #IPL #RCB #Cricket #INDvsAUS https://t.co/flobjgUht3"
886,Cricket ka kachra IPL,,Tue Dec 03 10:56:53 +0000 2024,6,School is actually the best part of your life.
887,ICC,Dubai,Mon Apr 22 14:07:22 +0000 2024,254,"Injury scare for key Australian all-rounder ahead of the ICC Men's #T20WorldCup 2024.

https://t.co/17wl8SgAlT"
888,Absol,,Mon Dec 02 17:30:42 +0000 2024,6,@ABDszn17 Leave IPL trophy how can Kohli fans even sneak into IPL debate😭
889,Johns.,"Kerala, India",Tue Nov 05 17:29:00 +0000 2024,24308,"JAMES ANDERSON REGISTERED IN THE IPL MEGA AUCTION - Base Price 1.25 Crore. 

- Ben Stokes Opts out of IPL 2025. [Espn Cricinfo] https://t.co/PacNXmbnrv"
890,Johns.,"Kerala, India",Sun Nov 24 12:01:52 +0000 2024,14308,"KL RAHUL IN IPL:

- Played for RCB.
- Played for PBKS.
- Going to Play for DC. https://t.co/Q9VE7Gl13T"
891,.,"Pretoria, South Africa",Mon Dec 02 17:11:49 +0000 2024,6,@theultrasavagea Ek agenda chalane ke liye Dhoni &amp; Rohit fans ko lifetime troll material dediye saying IPL trophy is important 😭😭😭
892,ICC,Dubai,Tue Apr 23 01:15:01 +0000 2024,510,"Who will claim India's #T20WorldCup keeping spot? 

The six players in the running ahead of the tournament 🧤

https://t.co/9nU1dVPRkt"
893,bowtoyoursensei,"mad dog goat, montana",Mon Dec 02 22:41:03 +0000 2024,2,@truewagner thank you for your presidency
894,Venkataratnam Naidu,Kondaveedu ,Mon Dec 02 18:06:30 +0000 2024,34,"2013 IPL season 461 runs with close to 160 strike rate
https://t.co/4dPoAoFlaU"
895,Resistor,,Mon Dec 02 16:43:02 +0000 2024,1,@sarkar_stick These are stats of a better IPL batter https://t.co/RUln33qrvB
896,Alex,"Illinois, USA",Tue Dec 03 13:37:54 +0000 2024,6,@ThalapathiRISHI Yes rishi bro hope next time we see him in IPL
897,Strange,Chennai,Wed Dec 11 13:53:55 +0000 2024,2,LSPN strikes again 🤡 https://t.co/REbx68FNGR
898,Hustler,"🇦🇷,🇦🇺",Wed Dec 11 11:26:01 +0000 2024,3577,"""Mom, he won IPL with ₹50L Rahane""😂 https://t.co/uRVTRXw0vp"
899,𝐂𝐒𝐊 𝐍𝐀𝐓𝐈𝐎𝐍,,Wed Dec 11 11:44:20 +0000 2024,55,"I'm not in danger i'm the danger..!!

Shivam Dube launched humongous six and scored 37(22)* 1×4,2×6 at 168.18 while chasing mammoth total of 222. 

Mumbai won the match!

https://t.co/WB0m6wYAU9"
900,`,,Wed Dec 11 08:10:27 +0000 2024,1252,"Raina :

Lots of IPL franchises offered me when I was playing for CSK. When I discussed it with Mahi bhai, he told me, 'Tu kahin nahi jayega' (you won't go anywhere).

And he preferred CSK over money 🫡💛 https://t.co/FTUbDQOYAw"
901,SOS,,Wed Dec 11 13:45:35 +0000 2024,2,"Hey @Isas_007_ 
Your Secret Santa couldn't help but notice your love for the Yellow Army, CSK! So, here’s a song I’ve dedicated to you
Raste bhaage, paanv se aage
Zindagi se chal, kuch aur bhi maange
Kyun sochna hai, jaana kahaan
Jaaye wahin le jaaye jahaan... Besabriyan...🎄🎅 https://t.co/HIMT5AMO96"
902,Vaibhav',dil me ♡,Thu Dec 05 15:57:19 +0000 2024,8738,Back when Csk owned gambhir's team 😂🫵 https://t.co/lBCaMUtvlp
903,`,com box,Thu Sep 19 10:19:48 +0000 2024,18840,"I still remember how people used to troll and criticize Ms Dhoni when he always kept Ashwin and Jadeja in the eleven, they used to say csk quota, friendship quota, balah balah &amp; what not, 

&amp; Then today see both are among the greatest Test players. https://t.co/1kCrFFkM6D"
904,CricketGully,Bangalore,Mon Dec 02 07:18:30 +0000 2024,20020,"𝗬𝗢𝗨𝗡𝗚𝗘𝗦𝗧 &amp; 𝗢𝗟𝗗𝗘𝗦𝗧 players from every IPL 2025 team 👦🏼👴🏻🏏

◆CSK💛 https://t.co/vmbDT6DCcn"
905,Etihad Airways,"Abu Dhabi, UAE",Tue Dec 10 09:29:25 +0000 2024,1974,"We’re Chennai bound with our latest CSK themed livery! ✈️💛

Here’s a glimpse into the making of this iconic design - keep your eyes to the sky to spot it soaring! 
#Etihad #WhistlePodu 🦁💛@ChennaiIPL https://t.co/oKTs218JxW"
906,CSK,United Kingdom,Wed Dec 11 08:56:54 +0000 2024,10,"$ME
Oh yeah https://t.co/P11O7h98vt"
907,Spidey,,Mon Dec 09 17:12:12 +0000 2024,2083,"All Wickets of Sam Curran in CSK so far
2020-2021 https://t.co/9lW88yYQ1C"
908,Yash,,Tue Dec 10 12:21:41 +0000 2024,1905,RTMing Rachin was the best decision that CSK have made in recent years https://t.co/DH6CCv2OVy
909,CSK,United Kingdom,Wed Dec 11 12:09:03 +0000 2024,10,$SOL hit the value area. Decent reaction so far https://t.co/nLFdsjvJo1
910,Mufaddal Vohra,India,Sat Oct 26 15:20:56 +0000 2024,14933,"🚨MS DHONI TO PLAY IPL 2025. 🚨

- MS will be CSK's uncapped player retention. (Cricbuzz). https://t.co/78jLkYmB5f"
911,Hustler,"🇦🇷,🇦🇺",Wed Dec 11 11:42:14 +0000 2024,560,"Shivam Dube is a freak!💥💛

https://t.co/rjBk8Ee3dD"
912,Devon Conway,Wellington New Zealand,Thu Oct 31 15:57:59 +0000 2024,34671,"Thank you to all loyal fans of CSK for amazing 2 years support💛👋

@ChennaiIPL"
913,Devon Conway,Wellington New Zealand,Sun Nov 24 13:30:52 +0000 2024,43620,Hello CSK we go again 💛
914,‘,Chennai,Fri Mar 29 05:55:59 +0000 2024,9183,CSK fans humbling a RCB kid 😭😭😭 https://t.co/1XNn8Hvcv6
915,Honest Dhoni Fan💛💛,Chennai,Sun Sep 15 16:42:15 +0000 2024,9948,Thala defended the asteroid and saved earth 🙇🏻‍♀️ https://t.co/eIhojBB5nf
916,T H A N G A M,,Wed Dec 11 01:48:26 +0000 2024,4,"Happy birthday Tim Southee! ❤️
Let’s all cherish the moment again when he played for #CSK and defended 9 runs in the last over 💥

 https://t.co/sVkzlbYHxy"
917,Johns.,"Kerala, India",Wed Dec 11 06:36:55 +0000 2024,7712,THE SPECIAL FLIGHT FOR CSK IN IPL 2025 💛 https://t.co/TzliGKaMTy
918,`,,Sat Nov 25 11:54:58 +0000 2023,10611,Csk's bus driver Dhandapani has reached more IPL finals than RCB in the last 16 years. https://t.co/DBnxWTvTfc
919,Vibhor,Strawberry farm,Wed Dec 04 15:05:28 +0000 2024,6404,"For those who don’t know, Noor Ahmad’s bowling action is literally a mirror image of Rashid Khan’s action.

He’s our left handed Rashid Khan. Can’t wait for IPL 2025 😍

#IPL2025 https://t.co/WdjwEItYc2"
920,𝐌𝐚𝐧𝐢𝐬𝐡𝐌𝐒𝐃𝐢𝐚𝐧™ 🚩🚩,Earth,Wed Dec 11 13:46:41 +0000 2024,2,"My home team : Bihar (future) 

The team I support : CSK

The Team I hate : Rcb/Mi

The Second Team I support : Pata nhi

The Player I support : Dhoni

The Bowler I Support : Pathi

The Spinner I support : Jadeja

The Player I secretly Love : Ishan Kishan

Quote/reply yours 🙌"
921,Johns.,"Kerala, India",Tue Dec 10 10:32:24 +0000 2024,4457,"ETIHAD 🤝 CSK.

- Chennai Super Kings, A Global brand in Sports...!!!! 💛 https://t.co/Z14OjauC7a"
922,Mufaddal Parody,Kohli Era,Wed Dec 04 02:59:11 +0000 2024,2484,"If Owning CSK is an Art then Virat Kohli is Picasso of it💉✨. 

https://t.co/ZZzv027u6X"
923,Kevin,"Chennai, India",Tue Dec 10 12:19:16 +0000 2024,3427,"CSK we have Jadeja, ashwin and noor ahmed 

Meanwhile RCB - https://t.co/E7TV9p34Md"
924,𝐂𝐒𝐊 𝐍𝐀𝐓𝐈𝐎𝐍,,Tue Dec 10 10:47:20 +0000 2024,6,"CSK × Etihad ✈️

- Brands go to any extent to promote CSK because they know the market value of CSK and the brand it carries 😎 https://t.co/vs1EMvmOaU"
925,janasena csk,,Wed Dec 04 09:25:42 +0000 2024,47,Pushpa Second show scenario between father and son https://t.co/4oKRzyIfde
926,Hustler,"🇦🇷,🇦🇺",Wed Dec 11 04:09:29 +0000 2024,3696,"When he's in his touch, nothing gets better than watching him bat!✨💛 https://t.co/BHyaureHUX"
927,janasena csk,,Wed Dec 11 13:01:04 +0000 2024,8,"Uk bookings brutal antaga
 https://t.co/JdkwVwsQ4u"
928,Chakri Dhoni,,Tue Dec 10 10:32:17 +0000 2024,1413,"The wait is over 🔥 Etihad CSK themed flight has landed in Chennai 💛

Fly high Super kings 💥✈️

#MSDhoni 

https://t.co/1uvSJDxUfk"
929,The $even Life 💛,,Wed Dec 11 05:21:20 +0000 2024,6,"CSK vs RCB head to head Ratio 
 21🦁 - 10 🤡
 What you have owned ra clowns 🤡 
https://t.co/Fw69qdwTU2"
